Name;Higher.degree;Type;Total.applicants;Total.eligibles;Total.qualified;Tuition.fees;Total.students
DePauw University;Bachelor's degree;Private not-for-profit;5086;3113;641;40640;2304
North Carolina A & T State University;Doctor's degree  research scholarship;Public;4480;3120;1849;5422;10561
Canisius College;Master's degree;Private not-for-profit;4322;3134;682;33332;4537
University of Redlands;Doctor's degree  research scholarship;Private not-for-profit;4668;3137;673;41290;5147
The College of Wooster;Bachelor's degree;Private not-for-profit;5583;3145;560;41680;2116
Valdosta State University;Doctor's degree  research scholarship and professional practice;Public;5701;3148;1734;5889;11885
Utica College;Doctor's degree professional practice;Private not-for-profit;3689;3151;489;33320;4028
SUNY College of Technology at Alfred;Bachelor's degree;Public;5761;3165;1101;7294;3555
Stevenson University;Master's degree;Private not-for-profit;5318;3169;752;27082;4404
University of South Dakota;Doctor's degree  research scholarship and professional practice;Public;3606;3169;1342;8022;10235
Minnesota State University-Moorhead;Doctor's degree  research scholarship;Public;3562;3174;989;7816;6634
Washington College;Master's degree;Private not-for-profit;4786;3185;350;41120;1512
Gannon University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;3983;3203;622;27546;4211
Truman State University;Master's degree;Public;4462;3221;1329;7368;6225
University of Southern Maine;Doctor's degree  research scholarship and professional practice;Public;3902;3231;868;8920;8923
Lenoir-Rhyne University;Master's degree;Private not-for-profit;4762;3241;310;29310;1898
Arkansas Tech University;Master's degree;Public;3847;3271;1755;5598;11369
Indiana Wesleyan University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;3441;3274;1437;23628;14959
Bentley University;Doctor's degree  research scholarship;Private not-for-profit;7493;3281;974;41110;5658
Lock Haven University;Master's degree;Public;3744;3286;1052;8899;5260
Eastern Connecticut State University;Master's degree;Public;5112;3299;985;9376;5368
Longwood University;Master's degree;Public;4055;3299;1111;11340;4960
Northern Kentucky University;Doctor's degree  research scholarship and professional practice;Public;7064;3299;2107;8376;15263
The New School;Doctor's degree  research scholarship;Private not-for-profit;4978;3315;1038;40426;10301
California Lutheran University;Doctor's degree professional practice;Private not-for-profit;6920;3323;540;35720;4282
Saint Peter's University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6145;3323;610;32284;3194
Saint Michael's College;Master's degree;Private not-for-profit;4431;3328;512;39015;2378
Mount St Mary's University;Master's degree;Private not-for-profit;4943;3332;429;34644;2240
Clark Atlanta University;Doctor's degree  research scholarship;Private not-for-profit;5873;3336;781;21100;3458
Wichita State University;Doctor's degree  research scholarship and professional practice;Public;3492;3344;1412;6926;14386
University of Bridgeport;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5248;3351;542;29090;4842
Salem State University;Master's degree;Public;4855;3364;1095;8130;9301
Saint Mary's College of California;Doctor's degree  research scholarship;Private not-for-profit;4864;3379;622;39890;4257
University of Northern Iowa;Doctor's degree other;Public;4068;3389;1722;7685;12159
Salve Regina University;Doctor's degree  research scholarship;Private not-for-profit;5070;3400;465;34950;2603
Georgetown University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;20115;3413;1570;44805;17849
Louisiana Tech University;Doctor's degree  research scholarship and professional practice;Public;5077;3424;1552;7302;11015
West Texas A & M University;Doctor's degree  research scholarship;Public;4632;3429;1308;6500;8377
Philadelphia University;Doctor's degree  research scholarship;Private not-for-profit;5396;3458;550;33690;3523
Michigan Technological University;Doctor's degree  research scholarship;Public;4520;3462;1153;13728;6975
Tufts University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;18419;3471;1314;46598;10872
Ramapo College of New Jersey;Master's degree;Public;6297;3480;901;13388;5852
Southern New Hampshire University;Doctor's degree  research scholarship;Private not-for-profit;4432;3486;830;28884;28389
Biola University;Doctor's degree  research scholarship;Private not-for-profit;4816;3509;903;32142;6301
Brandeis University;Doctor's degree  research scholarship;Private not-for-profit;9496;3517;833;45856;5825
Portland State University;Doctor's degree  research scholarship;Public;5751;3518;1465;7878;28260
Tuskegee University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;10022;3519;650;18900;3118
Virginia Wesleyan College;Bachelor's degree;Private not-for-profit;3788;3527;453;32482;1459
Tarleton State University;Doctor's degree  research scholarship;Public;6223;3536;1617;5856;13307
Wentworth Institute of Technology;Master's degree;Private not-for-profit;6146;3541;900;29200;4179
Central Connecticut State University;Doctor's degree  research scholarship;Public;5551;3560;1293;8706;11865
Champlain College;Master's degree;Private not-for-profit;5047;3573;594;31350;3305
CUNY Lehman College;Master's degree;Public;15518;3612;551;6108;12085
Lynchburg College;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5695;3627;512;33565;2713
Pepperdine University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;9721;3630;784;44902;7315
University of New England;Doctor's degree  research scholarship and professional practice;Private not-for-profit;4231;3632;633;33145;6032
University of Mary Washington;Master's degree;Public;4496;3640;947;9720;4831
Arkansas State University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;4838;3653;1619;7510;13552
Le Moyne College;Master's degree;Private not-for-profit;5924;3667;622;30460;3319
Slippery Rock University of Pennsylvania;Doctor's degree professional practice;Public;5475;3667;1409;9027;8347
Barry University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;7845;3670;576;28160;9030
Widener University-Main Campus;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5461;3673;828;38028;5025
Southern Connecticut State University;Doctor's degree  research scholarship;Public;4870;3673;1380;9020;10804
Lamar University;Doctor's degree  research scholarship and professional practice;Public;4788;3678;1451;7429;14035
Delaware State University;Doctor's degree  research scholarship;Public;8884;3703;1036;7336;4336
Central Washington University;Master's degree;Public;4507;3703;1502;8976;11287
Oklahoma Baptist University;Master's degree;Private not-for-profit;6560;3704;580;21842;2097
Seattle Pacific University;Doctor's degree  research scholarship;Private not-for-profit;5165;3726;767;33813;4270
SUNY College at Plattsburgh;Master's degree;Public;8193;3739;954;7179;6051
Southeast Missouri State University;Master's degree;Public;4388;3750;1729;6863;11767
Murray State University;Doctor's degree professional practice;Public;4576;3760;1626;7044;10943
Albright College;Master's degree;Private not-for-profit;6060;3776;655;36660;2384
Catholic University of America;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6298;3783;837;38526;6725
University of the Incarnate Word;Doctor's degree  research scholarship and professional practice;Private not-for-profit;4072;3790;1045;24790;8685
The Richard Stockton College of New Jersey;Doctor's degree professional practice;Public;6126;3805;1069;12322;8458
Furman University;Master's degree;Private not-for-profit;5953;3808;759;43164;2953
Fairleigh Dickinson University-Metropolitan Campus;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5193;3812;760;34882;8546
Texas Woman's University;Doctor's degree  research scholarship and professional practice;Public;4431;3812;1161;7339;15058
University of Pennsylvania;Doctor's degree  research scholarship and professional practice;Private not-for-profit;31282;3830;2421;45890;24630
Westfield State University;Master's degree;Public;5137;3846;1288;8694;6371
Johns Hopkins University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;21336;3869;1390;45470;20918
Lehigh University;Doctor's degree  research scholarship;Private not-for-profit;12589;3882;1198;43520;7096
University of Puget Sound;Doctor's degree professional practice;Private not-for-profit;4588;3910;670;41868;2812
Drake University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5930;3911;850;30889;5139
University of West Georgia;Doctor's degree  research scholarship;Public;7266;3913;2214;5837;11929
Millersville University of Pennsylvania;Master's degree;Public;5455;3920;1299;8866;8279
Emerson College;Master's degree;Private not-for-profit;8198;3933;863;35730;4561
University of Notre Dame;Doctor's degree  research scholarship and professional practice;Private not-for-profit;17647;3936;2070;44605;12124
Bellarmine University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;4160;3943;676;34890;3419
Vanderbilt University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;31099;3963;1613;42978;12757
Plymouth State University;Doctor's degree  research scholarship;Public;5120;3967;930;12610;5236
Kean University;Doctor's degree  research scholarship;Public;4952;3980;1525;10918;14404
University of North Dakota;Doctor's degree  research scholarship and professional practice;Public;5404;3983;2360;7508;15143
University of Wyoming;Doctor's degree  research scholarship and professional practice;Public;4181;4001;1584;4404;12778
Emmanuel College;Master's degree;Private not-for-profit;6623;4006;515;34670;2436
New York Institute of Technology;Doctor's degree professional practice;Private not-for-profit;5433;4024;841;30780;7545
University of Southern Mississippi;Doctor's degree  research scholarship;Public;6120;4058;1746;6744;15249
Lewis & Clark College;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6458;4059;473;41928;3521
Duke University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;30374;4077;1714;45376;15467
Belmont University;Doctor's degree professional practice;Private not-for-profit;5111;4082;1248;27380;6915
East Tennessee State University;Doctor's degree  research scholarship and professional practice;Public;4721;4083;1881;7249;14691
Creighton University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5336;4090;966;34330;8019
SUNY College at Brockport;Master's degree;Public;8570;4091;1085;7222;8128
University of Memphis;Doctor's degree  research scholarship and professional practice;Public;5990;4098;2134;8312;21480
Northwest Missouri State University;Master's degree;Public;5680;4113;1260;6390;6485
Christopher Newport University;Master's degree;Public;7016;4141;1276;11092;5232
University of South Alabama;Doctor's degree  research scholarship and professional practice;Public;4814;4142;1878;6948;15065
Eastern Washington University;Doctor's degree professional practice;Public;5204;4146;1579;7961;12791
California State University-Stanislaus;Doctor's degree other;Public;5763;4158;1109;6491;8917
SUNY College at Geneseo;Master's degree;Public;9164;4184;997;7430;5644
Loyola University New Orleans;Doctor's degree professional practice;Private not-for-profit;4827;4203;624;36860;4686
Wingate University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5323;4221;642;25040;3002
Azusa Pacific University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5329;4255;1250;32256;10755
Cleveland State University;Doctor's degree  research scholarship and professional practice;Public;6768;4255;1727;9499;17497
Houston Baptist University;Master's degree;Private not-for-profit;5872;4297;1135;27930;2910
University of Southern Indiana;Doctor's degree other;Public;6204;4302;1709;6698;9902
Monmouth University;Doctor's degree professional practice;Private not-for-profit;5537;4314;906;31018;6316
Clarkson University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6747;4320;757;40540;3726
Rutgers University-Camden;Doctor's degree  research scholarship and professional practice;Public;7437;4357;497;13348;6264
Colorado School of Mines;Doctor's degree  research scholarship;Public;11682;4373;949;16485;5790
Texas Southern University;Doctor's degree  research scholarship and professional practice;Public;9746;4389;1110;7946;8703
California State University-Bakersfield;Master's degree;Public;6630;4393;1328;6775;8371
East Stroudsburg University of Pennsylvania;Master's degree;Public;5621;4409;1210;8991;6778
Morehead State University;Doctor's degree other;Public;5230;4419;1649;7498;11358
La Salle University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5547;4449;939;38200;6436
South Dakota State University;Doctor's degree  research scholarship and professional practice;Public;4851;4458;2306;7713;12525
North Carolina Central University;Doctor's degree  research scholarship and professional practice;Public;8886;4472;1407;5526;8093
California State University-Channel Islands;Master's degree;Public;6960;4484;756;6471;5140
University of Indianapolis;Doctor's degree professional practice;Private not-for-profit;5313;4486;830;24660;5452
Curry College;Master's degree;Private not-for-profit;6780;4537;643;34715;3074
Hartwick College;Bachelor's degree;Private not-for-profit;5392;4542;528;38930;1618
The University of Montana;Doctor's degree  research scholarship and professional practice;Public;4820;4542;1967;6045;14525
Prairie View A & M University;Doctor's degree  research scholarship;Public;10747;4548;1464;6764;8283
New Mexico State University-Main Campus;Doctor's degree  research scholarship;Public;5365;4571;1918;6220;16765
Robert Morris University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5689;4580;998;25114;5481
Emory University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;17475;4602;1363;44008;14513
Bryant University;Master's degree;Private not-for-profit;6013;4603;890;37234;3454
Tennessee Technological University;Doctor's degree  research scholarship;Public;4973;4633;2176;7063;11118
Stonehill College;Bachelor's degree;Private not-for-profit;6548;4643;610;36160;2481
Gonzaga University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6991;4650;1096;35062;7605
Bridgewater State University;Master's degree;Public;5920;4653;1476;8053;11267
College of William and Mary;Doctor's degree  research scholarship and professional practice;Public;14046;4665;1479;15463;8376
CUNY John Jay College of Criminal Justice;Master's degree;Public;13753;4683;1908;6059;15010
Washington University in St Louis;Doctor's degree  research scholarship and professional practice;Private not-for-profit;30117;4684;1610;44841;14032
Willamette University;Doctor's degree professional practice;Private not-for-profit;8109;4690;545;42305;2855
University of Mary Hardin-Baylor;Doctor's degree  research scholarship;Private not-for-profit;5540;4691;675;25200;3492
Wittenberg University;Master's degree;Private not-for-profit;5274;4711;549;38030;1979
Florida Institute of Technology;Doctor's degree  research scholarship and professional practice;Private not-for-profit;7820;4727;783;36020;5644
Southern Utah University;Master's degree;Public;8318;4749;1272;5924;7745
University of St Thomas;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5540;4774;1368;35308;10192
The College of New Jersey;Master's degree;Public;11145;4805;1404;14730;7340
Manhattan College;Master's degree;Private not-for-profit;7268;4809;757;35725;3883
Carnegie Mellon University;Doctor's degree  research scholarship;Private not-for-profit;18884;4813;1442;47642;12367
University of Wisconsin-Whitewater;Master's degree;Public;5704;4830;2168;7578;12027
LIU Post;Doctor's degree other;Private not-for-profit;6001;4841;659;34070;10599
Pennsylvania State University-Penn State Altoona;Bachelor's degree;Public;5700;4856;1379;14240;3861
Valparaiso University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6124;4880;876;33480;4508
Western New England University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5988;4881;697;33020;3800
North Dakota State University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;5812;4888;2553;7660;14629
University of Idaho;Doctor's degree  research scholarship and professional practice;Public;7455;4894;1643;6524;12024
Salisbury University;Doctor's degree professional practice;Public;8912;4896;1246;8128;8643
Saint Cloud State University;Doctor's degree  research scholarship;Public;5638;4900;1703;7514;16765
Rowan University;Doctor's degree  research scholarship and professional practice;Public;8287;4908;1420;12380;13349
Northwestern University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;32060;4912;2037;45527;21592
High Point University;Doctor's degree  research scholarship;Private not-for-profit;7663;4918;1257;30715;4199
CUNY Bernard M Baruch College;Master's degree;Public;19863;4931;1185;6210;17505
University of Alabama at Birmingham;Doctor's degree  research scholarship and professional practice;Public;5689;4934;1773;7206;18568
Bethune-Cookman University;Master's degree;Private not-for-profit;7429;4948;1022;14410;3787
LIU Brooklyn;Doctor's degree  research scholarship and professional practice;Private not-for-profit;5695;4949;879;34120;8483
Shippensburg University of Pennsylvania;Master's degree;Public;5949;4962;1520;9448;7548
Abilene Christian University;Doctor's degree other;Private not-for-profit;10188;4986;1030;28350;4461
Keene State College;Master's degree;Public;6144;5029;1258;12776;4923
Duquesne University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;6793;5033;1547;31385;9904
SUNY College at Oswego;Master's degree;Public;10351;5034;1508;7181;8117
Carthage College;Master's degree;Private not-for-profit;7174;5035;726;34850;2988
University of Louisiana at Lafayette;Doctor's degree  research scholarship and professional practice;Public;8506;5044;2693;6192;16646
The University of Texas at Dallas;Doctor's degree  research scholarship and professional practice;Public;8750;5125;2233;10864;21193
SUNY Oneonta;Master's degree;Public;10261;5205;1119;7230;6034
Seattle University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;7160;5243;976;36465;7422
Alabama State University;Doctor's degree  research scholarship and professional practice;Public;10245;5251;1479;8720;6075
Chapman University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;11750;5253;1289;43573;7892
University of Northern Colorado;Doctor's degree  research scholarship;Public;7602;5289;1939;6968;12710
Colorado Mesa University;Doctor's degree professional practice;Public;6459;5304;2214;6725;9676
Saint Xavier University;Master's degree;Private not-for-profit;10513;5313;594;28970;4252
Kennesaw State University;Doctor's degree  research scholarship;Public;9471;5355;3194;5818;24629
Elon University;Doctor's degree professional practice;Private not-for-profit;9949;5370;1474;30149;6305
SUNY College at Cortland;Master's degree;Public;11518;5394;1207;7327;7110
Virginia State University;Doctor's degree  research scholarship;Public;5729;5419;1244;7784;5763
Iona College;Master's degree;Private not-for-profit;5911;5445;922;32770;4241
Buffalo State SUNY;Master's degree;Public;11256;5463;1324;7022;11091
Georgia Southern University;Doctor's degree  research scholarship;Public;10525;5473;3604;6071;20517
Siena College;Master's degree;Private not-for-profit;8082;5500;734;31368;3207
Alabama A & M University;Doctor's degree  research scholarship;Public;6142;5521;1104;7182;5020
University of Hawaii at Manoa;Doctor's degree  research scholarship and professional practice;Public;6901;5527;1981;9904;20006
Hampton University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;15337;5529;1004;20724;4622
University of Minnesota-Duluth;Doctor's degree  research scholarship and professional practice;Public;7074;5533;2054;12815;11241
California State University-Monterey Bay;Master's degree;Public;12562;5577;902;5963;5732
State University of New York at New Paltz;Master's degree;Public;12892;5620;1119;7083;7578
Brigham Young University-Provo;Doctor's degree  research scholarship and professional practice;Private not-for-profit;11423;5645;4427;4850;31123
University of North Florida;Doctor's degree  research scholarship and professional practice;Public;10635;5682;1615;6353;16083
Texas A & M University-Kingsville;Doctor's degree  research scholarship;Public;6488;5716;1255;6940;12229
Arcadia University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;9608;5735;597;36810;3905
Western Carolina University;Doctor's degree  research scholarship and professional practice;Public;15231;5736;1558;6265;10107
Howard University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;11687;5762;1394;22683;10297
Providence College;Master's degree;Private not-for-profit;9660;5776;1027;43245;4665
The University of Texas-Pan American;Doctor's degree  research scholarship;Public;9313;5790;3102;5173;20053
Rider University;Master's degree;Private not-for-profit;8078;5806;911;35270;5410
University of Massachusetts-Dartmouth;Doctor's degree  research scholarship and professional practice;Public;8063;5816;1443;11681;9053
University of Massachusetts-Lowell;Doctor's degree  research scholarship and professional practice;Public;9126;5838;1648;12097;16932
Adelphi University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;8654;5897;918;30800;7645
The University of Tennessee-Chattanooga;Doctor's degree  research scholarship and professional practice;Public;7628;5917;2342;7554;11674
The University of West Florida;Doctor's degree  research scholarship;Public;12347;5937;1333;6357;12588
Eastern Kentucky University;Doctor's degree professional practice;Public;9932;5961;2306;7536;16111
Bradley University;Doctor's degree professional practice;Private not-for-profit;8969;6004;1085;29664;5430
Sam Houston State University;Doctor's degree  research scholarship;Public;9315;6054;2413;7022;19210
University of North Carolina Wilmington;Doctor's degree  research scholarship;Public;11184;6061;2053;6343;13937
University of North Carolina at Greensboro;Doctor's degree  research scholarship;Public;10112;6069;2516;6382;18074
Boise State University;Doctor's degree  research scholarship;Public;7832;6082;2205;6292;21981
William Paterson University of New Jersey;Doctor's degree professional practice;Public;8935;6086;1294;11918;11414
Radford University;Doctor's degree other;Public;7774;6088;1986;8976;9928
Southern Methodist University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;12080;6125;1431;43800;10929
University of Rochester;Doctor's degree  research scholarship and professional practice;Private not-for-profit;17244;6153;1472;45372;11020
University of Maryland-Baltimore County;Doctor's degree  research scholarship;Public;9755;6160;1657;10068;13908
Saint Joseph's University;Doctor's degree  research scholarship;Private not-for-profit;7831;6165;1275;39040;8954
Butler University;Doctor's degree professional practice;Private not-for-profit;9357;6185;1015;34368;4827
Loyola Marymount University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;11472;6209;1341;40265;9661
Stetson University;Doctor's degree professional practice;Private not-for-profit;10509;6227;852;38330;4044
The University of Texas at El Paso;Doctor's degree  research scholarship and professional practice;Public;6240;6228;3033;7255;23003
University of Nevada-Las Vegas;Doctor's degree  research scholarship and professional practice;Public;7343;6250;3773;6690;27848
CUNY Brooklyn College;Master's degree;Public;19843;6346;1148;6184;17004
University of Portland;Doctor's degree professional practice;Private not-for-profit;9523;6361;835;38670;4036
Kutztown University of Pennsylvania;Master's degree;Public;7785;6367;1815;8819;9513
Missouri State University-Springfield;Doctor's degree professional practice;Public;7482;6367;2751;6908;21271
California State University-San Marcos;Master's degree;Public;10208;6381;1783;6649;11300
University of Colorado Colorado Springs;Doctor's degree  research scholarship and professional practice;Public;7034;6401;1616;7024;11321
The University of Texas at Arlington;Doctor's degree  research scholarship and professional practice;Public;10679;6405;2713;8878;33329
Southern Illinois University-Edwardsville;Doctor's degree  research scholarship and professional practice;Public;7646;6437;1966;9666;13850
Stephen F Austin State University;Doctor's degree  research scholarship;Public;11383;6474;2253;8412;12772
University of Louisville;Doctor's degree  research scholarship and professional practice;Public;9166;6519;2857;9946;21444
Texas A & M University-Corpus Christi;Doctor's degree  research scholarship;Public;7091;6565;2051;7172;10913
University of Nevada-Reno;Doctor's degree  research scholarship and professional practice;Public;7857;6597;2994;6610;18776
Rensselaer Polytechnic Institute;Doctor's degree  research scholarship;Private not-for-profit;16150;6654;1411;46269;6714
Brigham Young University-Idaho;Bachelor's degree;Private not-for-profit;6690;6665;3448;3850;27692
University of Maine;Doctor's degree  research scholarship;Public;8306;6733;1997;10600;11247
University of Scranton;Doctor's degree professional practice;Private not-for-profit;9087;6818;881;38754;5633
Middle Tennessee State University;Doctor's degree  research scholarship;Public;9845;6888;3276;7546;23881
West Chester University of Pennsylvania;Master's degree;Public;13424;6922;2298;8850;15845
University of Nebraska-Lincoln;Doctor's degree  research scholarship and professional practice;Public;10929;6999;4420;8060;24445
CUNY Queens College;Master's degree;Public;19032;7045;1449;6207;18974
Florida Gulf Coast University;Doctor's degree  research scholarship and professional practice;Public;10804;7108;2761;6118;14077
Florida International University;Doctor's degree  research scholarship and professional practice;Public;16549;7122;2990;6496;47663
California State University-San Bernardino;Doctor's degree  research scholarship;Public;12239;7137;2448;6550;18398
Rutgers University-Newark;Doctor's degree  research scholarship and professional practice;Public;13282;7173;1057;12998;11212
University of San Diego;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14693;7178;1238;41392;8321
George Washington University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;21756;7197;2387;47343;25264
Mississippi State University;Doctor's degree  research scholarship and professional practice;Public;11191;7254;3156;6772;20161
York College Pennsylvania;Doctor's degree professional practice;Private not-for-profit;9934;7302;1064;17010;5250
Villanova University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14966;7319;1659;44430;10696
Santa Clara University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14339;7344;1278;42156;8770
University of New Mexico-Main Campus;Doctor's degree  research scholarship and professional practice;Public;11467;7405;3424;6846;28592
CUNY City College;Doctor's degree  research scholarship;Public;22171;7560;1397;6089;15331
American University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;17545;7566;1627;40649;12818
University of New Haven;Doctor's degree  research scholarship;Private not-for-profit;10169;7567;1174;33740;6555
Georgia State University;Doctor's degree  research scholarship and professional practice;Public;13890;7592;3460;8368;32165
Xavier University;Doctor's degree professional practice;Private not-for-profit;10907;7632;1289;33000;6633
Eastern Michigan University;Doctor's degree  research scholarship;Public;11929;7632;2636;9364;23447
Suffolk University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;9275;7652;1188;31716;8675
Case Western Reserve University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;18418;7713;1252;41800;10325
Appalachian State University;Doctor's degree  research scholarship;Public;12248;7744;3028;6462;17838
Old Dominion University;Doctor's degree  research scholarship and professional practice;Public;10201;7833;2943;8550;24828
University of North Carolina at Chapel Hill;Doctor's degree  research scholarship and professional practice;Public;28437;7847;3915;8340;29127
Western Kentucky University;Doctor's degree professional practice;Public;8526;7871;3375;8722;20448
Loyola University Maryland;Doctor's degree  research scholarship and professional practice;Private not-for-profit;13604;7891;1096;43250;5977
Boston College;Doctor's degree  research scholarship and professional practice;Private not-for-profit;24538;7905;2215;45622;14309
Tulane University of Louisiana;Doctor's degree  research scholarship and professional practice;Private not-for-profit;30122;7961;1609;46930;12938
Western Washington University;Master's degree;Public;9526;7974;2795;8863;14950
Humboldt State University;Master's degree;Public;9978;8000;1237;7144;8293
The University of Tampa;Master's degree;Private not-for-profit;15345;8011;1592;25772;7260
Georgia Institute of Technology-Main Campus;Doctor's degree  research scholarship;Public;14645;8045;3044;10650;21471
College of Charleston;Master's degree;Public;11509;8092;2138;10626;11619
Coastal Carolina University;Master's degree;Public;10993;8139;2206;9760;9478
Campbell University;Doctor's degree professional practice;Private not-for-profit;11714;8180;788;26240;6122
Bloomsburg University of Pennsylvania;Doctor's degree professional practice;Public;9248;8190;2218;8582;10127
University of Dayton;Doctor's degree  research scholarship and professional practice;Private not-for-profit;15719;8327;1761;35800;10835
Oklahoma State University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;11064;8411;3872;7442;26073
University of Mississippi;Doctor's degree  research scholarship and professional practice;Public;14258;8464;3582;6760;19431
California State University-Dominguez Hills;Master's degree;Public;14742;8472;1214;6100;14670
Indiana University of Pennsylvania-Main Campus;Doctor's degree  research scholarship and professional practice;Public;9367;8476;2741;9080;14925
Seton Hall University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;10735;8498;1342;35820;9903
Montclair State University;Doctor's degree  research scholarship and professional practice;Public;13012;8500;3040;11318;19464
Indiana University-Purdue University-Indianapolis;Doctor's degree  research scholarship and professional practice;Public;12230;8510;3796;8756;30488
Saint Louis University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;13389;8626;1638;36726;17343
University of Virginia-Main Campus;Doctor's degree  research scholarship and professional practice;Public;28984;8691;3520;12668;23464
California State University-East Bay;Doctor's degree professional practice;Public;12741;8756;1572;6550;14526
Utah State University;Doctor's degree  research scholarship and professional practice;Public;9052;8757;3824;6030;27812
Texas Christian University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;18551;8791;1936;36590;9925
University of Oklahoma-Norman Campus;Doctor's degree  research scholarship and professional practice;Public;10991;8841;4052;8916;27292
University of San Francisco;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14808;9076;1148;40294;10112
CUNY Hunter College;Doctor's degree  research scholarship and professional practice;Public;30758;9140;1971;6129;23019
Indiana State University;Doctor's degree  research scholarship and professional practice;Public;11019;9152;2661;8256;12448
Southern Illinois University-Carbondale;Doctor's degree  research scholarship and professional practice;Public;11634;9176;2612;12093;17964
University of Utah;Doctor's degree  research scholarship and professional practice;Public;11354;9281;3124;7457;32077
University of Hartford;Doctor's degree  research scholarship and professional practice;Private not-for-profit;15127;9338;1267;33358;6820
University of North Carolina at Charlotte;Doctor's degree  research scholarship and professional practice;Public;13742;9416;3541;6107;26571
California State University-Fresno;Doctor's degree  research scholarship;Public;16242;9444;3139;6287;23060
East Carolina University;Doctor's degree  research scholarship and professional practice;Public;15535;9658;4015;6143;26887
College of Staten Island CUNY;Master's degree;Public;9785;9761;2556;6158;14441
Virginia Commonwealth University;Doctor's degree  research scholarship and professional practice;Public;14156;9786;3525;12002;30974
Oregon State University;Doctor's degree  research scholarship and professional practice;Public;12414;9799;3516;8322;27902
Rochester Institute of Technology;Doctor's degree  research scholarship;Private not-for-profit;16354;9839;2784;34424;16583
Pace University-New York;Doctor's degree  research scholarship and professional practice;Private not-for-profit;12885;9900;1848;38069;12624
University of Toledo;Doctor's degree  research scholarship and professional practice;Public;11066;10040;3428;9275;20743
University of Houston;Doctor's degree  research scholarship and professional practice;Public;17407;10167;3434;8401;39540
University of Akron Main Campus;Doctor's degree  research scholarship and professional practice;Public;10575;10204;3812;10054;24932
University of the Pacific;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14222;10332;958;39810;6421
University of Georgia;Doctor's degree  research scholarship and professional practice;Public;18458;10352;4936;10262;34536
North Carolina State University at Raleigh;Doctor's degree  research scholarship and professional practice;Public;20700;10353;4398;8206;34009
Ball State University;Doctor's degree  research scholarship and professional practice;Public;17118;10364;3616;9160;20503
University of Illinois at Chicago;Doctor's degree  research scholarship and professional practice;Public;14603;10427;3104;13410;28038
